U_TECNICA;latitud;longitud;mercado;pais;provincia;localidad;portadoras;plan;plan general
COW0004;-34,56768;-58,42496;AMBA;Argentina;Mendoza;Mendoza;4;Carga;Sin Plan / Alta Carga
COW0005;-32,960212;-60,660439;Litoral Sur;Argentina;Mendoza;Godoy Cruz;3;No;Sin Plan
COX0001;-31,420462;-63,048458;Mediterraneo;Argentina;Córdoba;San Justo;5;No;Restricciones para Implementar
COX0002;-32,629246;-62,691051;Mediterraneo;Argentina;Córdoba;Bell Ville;5;Carga;Sin Plan / Alta Carga
COX0005;-31,0948;-64,487185;Mediterraneo;Argentina;Córdoba;Punilla;2;No;Sin Plan
COX0008;-32,409895;-63,242732;Mediterraneo;Argentina;Córdoba;General San Martín;4;No;Restricciones para Implementar
CR00001;-27,510724;-58,828396;Litoral Norte;Argentina;Corrientes;Corrientes;4;Carga;Sin Plan / Alta Carga
CR00004;-29,708224;-57,101564;Litoral Norte;Argentina;Corrientes;Paso de los Libres;5;Carga;Sin Plan / Alta Carga
CR00005;-27,4711;-58,846919;Litoral Norte;Argentina;Corrientes;Corrientes;4;Carga;Sin Plan / Alta Carga
CR00008;-28,549727;-56,068431;Litoral Norte;Argentina;Corrientes;Santo Tomé;5;Carga;Sin Plan / Alta Carga
CR00009;-27,595992;-56,691645;Litoral Norte;Argentina;Corrientes;Ituzaingó;5;No;Restricciones para Implementar
CR00011;-28,553391;-56,039396;Litoral Norte;Argentina;Corrientes;Santo Tomé;5;No;Restricciones para Implementar
CR00014;-30,086138;-58,791895;Litoral Norte;Argentina;Corrientes;Sauce;3;No;Sin Plan
CR00015;-27,938742;-58,786221;Litoral Norte;Argentina;Corrientes;Empedrado;3;Carga;Sin Plan / Alta Carga
CR00017;-29,171672;-56,656928;Litoral Norte;Argentina;Corrientes;San Martín;4;Carga;Sin Plan / Alta Carga
CR00018;-28,041507;-58,235633;Litoral Norte;Argentina;Corrientes;Mburucuyá;5;Carga;Sin Plan / Alta Carga
CR00024;-29,424508;-56,847333;Litoral Norte;Argentina;Corrientes;San Martín;3;No;Sin Plan
CR00025;-28,532361;-57,171379;Litoral Norte;Argentina;Corrientes;San Martín;1;No;Sin Plan
CR00027;-27,365909;-58,337299;Litoral Norte;Argentina;Corrientes;San Cosme;2;Carga;Sin Plan / Alta Carga
CR00033;-29,709169;-57,122942;Litoral Norte;Argentina;Corrientes;Paso de los Libres;5;Carga;Sin Plan / Alta Carga
CR00034;-27,628304;-56,913819;Litoral Norte;Argentina;Corrientes;Ituzaingó;5;Carga;Sin Plan / Alta Carga
CR00037;-29,726875;-57,097557;Litoral Norte;Argentina;Corrientes;Paso de los Libres;4;Si;Expansiones 2024
CR00038;-29,182916;-58,077054;Litoral Norte;Argentina;Corrientes;Mercedes;5;Carga;Sin Plan / Alta Carga
CR00040;-27,996021;-57,591397;Litoral Norte;Argentina;Corrientes;San Miguel;4;Carga;Sin Plan / Alta Carga
CR00042;-28,512372;-59,044944;Litoral Norte;Argentina;Corrientes;Bella Vista;4;No;Sin Plan
CR00045;-30,023368;-59,532661;Litoral Norte;Argentina;Corrientes;Esquina;5;Si;Expansiones 2024
CR00049;-30,619571;-57,980586;Litoral Norte;Argentina;Corrientes;Monte Caseros;5;No;Restricciones para Implementar
CR00050;-29,818798;-57,456087;Litoral Norte;Argentina;Corrientes;Paso de los Libres;2;No;Sin Plan
CR00051;-30,245545;-57,638764;Litoral Norte;Argentina;Corrientes;Monte Caseros;4;Si;Expansiones 2024
CR00052;-29,796389;-58,057778;Litoral Norte;Argentina;Corrientes;Curuzú Cuatiá;4;Carga;Sin Plan / Alta Carga
CR00054;-29,139648;-59,261661;Litoral Norte;Argentina;Corrientes;Goya;5;Carga;Sin Plan / Alta Carga
CR00057;-27,551655;-57,527411;Litoral Norte;Argentina;Corrientes;Berón de Astrada;3;Carga;Sin Plan / Alta Carga
CR00058;-28,264647;-58,115281;Litoral Norte;Argentina;Corrientes;Concepción;3;Carga;Sin Plan / Alta Carga
CR00060;-29,393478;-58,187792;Litoral Norte;Argentina;Corrientes;Mercedes;2;No;Sin Plan
CR00061;-28,881996;-56,400585;Litoral Norte;Argentina;Corrientes;General Alvear;2;No;Sin Plan
CR00062;-28,386436;-57,896958;Litoral Norte;Argentina;Corrientes;Concepción;2;Carga;Sin Plan / Alta Carga
CR00064;-28,577813;-58,716066;Litoral Norte;Argentina;Corrientes;San Roque;3;No;Sin Plan
CR00065;-28,974181;-59,100953;Litoral Norte;Argentina;Corrientes;Lavalle;5;Si;Expansiones 2024
CR00066;-29,196651;-58,070769;Litoral Norte;Argentina;Corrientes;Mercedes;4;Carga;Sin Plan / Alta Carga
CR00067;-28,838936;-58,82137;Litoral Norte;Argentina;Corrientes;San Roque;3;No;Sin Plan
CR00068;-28,956778;-58,593982;Litoral Norte;Argentina;Corrientes;San Roque;2;Carga;Sin Plan / Alta Carga
CR00069;-28,509583;-59,026525;Litoral Norte;Argentina;Corrientes;Bella Vista;3;No;Sin Plan
CR00070;-27,582916;-56,493476;Litoral Norte;Argentina;Corrientes;Ituzaingó;3;No;Sin Plan
CR00071;-27,445209;-57,338358;Litoral Norte;Argentina;Corrientes;General Paz;5;No;Restricciones para Implementar
CR00073;-27,510301;-58,556233;Litoral Norte;Argentina;Corrientes;San Luis del Palmar;3;Carga;Sin Plan / Alta Carga
CR00074;-27,951598;-58,811101;Litoral Norte;Argentina;Corrientes;Empedrado;4;Carga;Sin Plan / Alta Carga
CR00075;-27,499811;-58,719477;Litoral Norte;Argentina;Corrientes;Corrientes;4;Carga;Sin Plan / Alta Carga
CR00078;-27,453401;-58,660011;Litoral Norte;Argentina;Corrientes;San Cosme;1;No;Sin Plan
